 28 ноября ,исторические события,В Одесской области создана первая в СССР машинно-тракторная станция (1928),http://www.calendarium.com.ua/v_odesskoi_oblasti_sozdana_pervaya_v_sssr_mashinnotraktornaya_stantsiya_1928
 28 ноября ,исторические события,На Подолье польские войска начали осаду крепости Буша (1654),http://www.calendarium.com.ua/na_podole_polskie_voiska_nachali_osadu_kreposti_busha_1654
 28 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 28 ноября ,праздники украины,День памяти жертв Голодомора в Украине,http://www.calendarium.com.ua/den_pamyati_zhertv_golodomora_v_ukraine
 28 ноября ,именины,Дмитрий,http://www.calendarium.com.ua/imenini_dmitrii
 29 ноября ,знаменитые украинцы,Григорий Квитка-Основьяненко (1778),http://www.calendarium.com.ua/grigorii_kvitkaosnovyanenko_1778
 29 ноября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 29 ноября ,исторические события,Советские войска форсировали Дунай (1944),http://www.calendarium.com.ua/sovetskie_voiska_forsirovali_dunai_1944
 29 ноября ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 29 ноября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 29 ноября ,исторические события,Состоялась первая в мире спасательная операция при участии вертолета Сикорского (1945),http://www.calendarium.com.ua/sostoyalas_pervaya_v_mire_spasatelnaya_operatsiya_pri_uchastii_vertoleta_sikorskogo_1945
 30 ноября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 30 ноября ,исторические события,В Одессе появился первый в Российской империи электрический маяк (1867),http://www.calendarium.com.ua/v_odesse_poyavilsya_pervyi_v_rossiiskoi_imperii_elektricheskii_mayak_1867
 30 ноября ,именины,Григорий,http://www.calendarium.com.ua/imenini_grigorii
 30 ноября ,исторические события,В гетманской Украине проведена судебная реформа (1763),http://www.calendarium.com.ua/v_getmanskoi_ukraine_provedena_sudebnaya_reforma_1763
 30 ноября ,знаменитые украинцы,Раиса Иванченко (1934),http://www.calendarium.com.ua/raisa_ivanchenko_1934
 30 ноября ,знаменитые украинцы,Назарий Яремчук (1951),http://www.calendarium.com.ua/nazarii_yaremchuk_1951
day,event_type,event_name,event_url
 1 декабря ,праздники украины,Всемирный день борьбы со СПИДом,http://www.calendarium.com.ua/vsemirnyi_den_borby_so_spidom
 1 декабря ,праздники украины,День работников прокуратуры,http://www.calendarium.com.ua/den_rabotnikov_prokuratury
 1 декабря ,знаменитые украинцы,Платон Воронько (1913),http://www.calendarium.com.ua/platon_voronko_1913
 1 декабря ,праздники украины,День невролога,http://www.calendarium.com.ua/den_nevrologa
 1 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 1 декабря ,именины,Роман,http://www.calendarium.com.ua/imenini_roman
 1 декабря ,исторические события,Всеукраинский референдум (1991),http://www.calendarium.com.ua/vseukrainskii_referendum_1991
 1 декабря ,исторические события,Восстание против С.Петлюры под предводительством Е.Волоха (1919),http://www.calendarium.com.ua/vosstanie_protiv_spetlyury_pod_predvoditelstvom_evoloha_1919
 1 декабря ,исторические события,Приказ НКВД о создании Главного управления по борьбе с бандитизмом (1944),http://www.calendarium.com.ua/prikaz_nkvd_o_sozdanii_glavnogo_upravleniya_po_borbe_s_banditizmom_1944
 2 декабря ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 2 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 2 декабря ,праздники украины,Международный День борьбы за отмену рабства,http://www.calendarium.com.ua/mezhdunarodnyi_den_borby_za_otmenu_rabstva
 2 декабря ,именины,Валентин,http://www.calendarium.com.ua/imenini_valentin
 2 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 2 декабря ,исторические события,Задута самая большая на то время доменная печь «Криворожская-Комсомольская» (1960),http://www.calendarium.com.ua/zaduta_samaya_bolshaya_na_to_vremya_domennaya_pech_krivorozhskayakomsomolskaya_1960
 2 декабря ,исторические события,В Харькове открыта Всеукраинская контора Госбанка (1921),http://www.calendarium.com.ua/v_harkove_otkryta_vseukrainskaya_kontora_gosbanka_1921
 2 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 2 декабря ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 3 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 3 декабря ,именины,Анатолий,http://www.calendarium.com.ua/imenini_anatolii
 3 декабря ,праздники украины,День инвалидов Украины,http://www.calendarium.com.ua/den_invalidov_ukrainy
 3 декабря ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 3 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 3 декабря ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 3 декабря ,именины,Татьяна,http://www.calendarium.com.ua/imenini_tatyana
 3 декабря ,исторические события,Постановление Совнаркома УССР «О запрете торговли мясом и скотом» (1932),http://www.calendarium.com.ua/postanovlenie_sovnarkoma_ussr_o_zaprete_torgovli_myasom_i_skotom_1932
 3 декабря ,именины,Григорий,http://www.calendarium.com.ua/imenini_grigorii
 3 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 3 декабря ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 3 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 3 декабря ,знаменитые украинцы,Михаил Кошкин (1898),http://www.calendarium.com.ua/mihail_koshkin_1898
 3 декабря ,исторические события,В Киеве начал работать Московский мост через Днепр (1976),http://www.calendarium.com.ua/v_kieve_nachal_rabotat_moskovskii_most_cherez_dnepr_1976
 3 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 3 декабря ,исторические события,"Создание Всеукраинской чрезвычайной комиссии по вопросам борьбы с контрреволюцией, спекуляцией, саботажем и должностными преступлениями (1918)",http://www.calendarium.com.ua/sozdanie_vseukrainskoi_chrezvychainoi_komissii_po_voprosam_borby_s_kontrrevolyutsiei_spekulyatsiei_sabotazhem_i_dolzhnostnymi_prestupleniyami_1918
 4 декабря ,исторические события,Впервые в Украине был отмечен День инвалидов (1993),http://www.calendarium.com.ua/vpervye_v_ukraine_byl_otmechen_den_invalidov_1993
 4 декабря ,праздники украины,Введение во храм Пресвятой Богородицы,http://www.calendarium.com.ua/vvedenie_vo_hram_presvyatoi_bogoroditsy
 4 декабря ,исторические события,Пуск первого агрегата Кременчугской ГЭС (1959),http://www.calendarium.com.ua/pusk_pervogo_agregata_kremenchugskoi_ges_1959
 5 декабря ,знаменитые украинцы,Михаил Дерегус (1904),http://www.calendarium.com.ua/mihail_deregus_1904
 5 декабря ,исторические события,На заседании Верховной Рады Украины состоялась инаугурация Леонида Кравчука (1991),http://www.calendarium.com.ua/na_zasedanii_verhovnoi_rady_ukrainy_sostoyalas_inauguratsiya_leonida_kravchuka_1991
 5 декабря ,исторические события,Осуществлена первая Всеукраинская перепись населения (2001),http://www.calendarium.com.ua/osushchestvlena_pervaya_vseukrainskaya_perepis_naseleniya_2001
 5 декабря ,знаменитые украинцы,Григор Тютюнник (1931),http://www.calendarium.com.ua/grigor_tyutyunnik_1931
 5 декабря ,именины,Илья,http://www.calendarium.com.ua/imenini_ilya
 5 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 5 декабря ,праздники украины,День работников статистики,http://www.calendarium.com.ua/den_rabotnikov_statistiki
 5 декабря ,именины,Михаил,http://www.calendarium.com.ua/imenini_mihail
 5 декабря ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 5 декабря ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 5 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 5 декабря ,праздники украины,Международный День добровольцев,http://www.calendarium.com.ua/mezhdunarodnyi_den_dobrovoltsev
 5 декабря ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 6 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 6 декабря ,праздники украины,День Вооруженных сил Украины,http://www.calendarium.com.ua/den_vooruzhennyh_sil_ukrainy
 6 декабря ,знаменитые украинцы,Николай Амосов (1913),http://www.calendarium.com.ua/nikolai_amosov_1913
 6 декабря ,именины,Григорий,http://www.calendarium.com.ua/imenini_grigorii
 6 декабря ,знаменитые украинцы,Екатерина Матейко (1910),http://www.calendarium.com.ua/ekaterina_mateiko_1910
 6 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 6 декабря ,исторические события,"Постановление «О занесении на «черную доску» сел, злостно саботирующих хлебозаготовки» (1932)",http://www.calendarium.com.ua/postanovlenie_o_zanesenii_na_chernuyu_dosku_sel_zlostno_sabotiruyushchih_hlebozagotovki_1932
 6 декабря ,знаменитые украинцы,Николай Вороной (1871),http://www.calendarium.com.ua/nikolai_voronoi_1871
 6 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 6 декабря ,исторические события,Созданы Вооруженные Силы Украины (1991),http://www.calendarium.com.ua/sozdany_vooruzhennye_sily_ukrainy_1991
 7 декабря ,праздники украины,День местного самоуправления,http://www.calendarium.com.ua/den_mestnogo_samoupravleniya
 7 декабря ,именины,Екатерина,http://www.calendarium.com.ua/imenini_ekaterina
 7 декабря ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 7 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 7 декабря ,исторические события,Кабинет министров Украины утвердил «Порядок преобразования в процессе приватизации государственных предприятий в открытые акционерные общества» (1992),http://www.calendarium.com.ua/kabinet_ministrov_ukrainy_utverdil_poryadok_preobrazovaniya_v_protsesse_privatizatsii_gosudarstvennyh_predpriyatii_v_otkrytye_aktsionernye_obshchestva_1992
 7 декабря ,праздники украины,День гражданской авиации,http://www.calendarium.com.ua/den_grazhdanskoi_aviatsii
 7 декабря ,знаменитые украинцы,Екатерина Белокур (1900),http://www.calendarium.com.ua/ekaterina_belokur_1900
 7 декабря ,именины,Григорий,http://www.calendarium.com.ua/imenini_grigorii
 7 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 7 декабря ,исторические события,Принят Закон УССР «О местных советах народных депутатов и местное самоуправление» (1990),http://www.calendarium.com.ua/prinyat_zakon_ussr_o_mestnyh_sovetah_narodnyh_deputatov_i_mestnoe_samoupravlenie_1990
 7 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 8 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 8 декабря ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 8 декабря ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 8 декабря ,исторические события,Образование Содружества Независимых Государств (1991),http://www.calendarium.com.ua/obrazovanie_sodruzhestva_nezavisimyh_gosudarstv_1991
 8 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 8 декабря ,исторические события,В Ялте открыт памятник Т.Г.Шевченко (2007),http://www.calendarium.com.ua/v_yalte_otkryt_pamyatnik_tgshevchenko_2007
 8 декабря ,исторические события,Во Львове создано общество «Просвита» имени Т.Г.Шевченко (1868),http://www.calendarium.com.ua/vo_lvove_sozdano_obshchestvo_prosvita_imeni_tgshevchenko_1868
 8 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 8 декабря ,знаменитые украинцы,Павел Гнидич (1884),http://www.calendarium.com.ua/pavel_gnidich_1884
 8 декабря ,праздники украины,День Благотворительности,http://www.calendarium.com.ua/den_blagotvoritelnosti
 8 декабря ,именины,Виктор,http://www.calendarium.com.ua/imenini_viktor
 8 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 9 декабря ,именины,Илья,http://www.calendarium.com.ua/imenini_ilya
 9 декабря ,именины,Георгий,http://www.calendarium.com.ua/imenini_georgii
 9 декабря ,исторические события,Введена в эксплуатацию первая очередь Днепровского водопровода (1939),http://www.calendarium.com.ua/vvedena_v_ekspluatatsiyu_pervaya_ochered_dneprovskogo_vodoprovoda_1939
 9 декабря ,исторические события,В Киеве открыт Дворец спорта (1960),http://www.calendarium.com.ua/v_kieve_otkryt_dvorets_sporta_1960
 9 декабря ,знаменитые украинцы,Василий Романюк (1925),http://www.calendarium.com.ua/vasilii_romanyuk_1925
 9 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 9 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 9 декабря ,знаменитые украинцы,Борис Гринченко (1863),http://www.calendarium.com.ua/boris_grinchenko
 9 декабря ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 10 декабря ,именины,Роман,http://www.calendarium.com.ua/imenini_roman
 10 декабря ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 10 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 10 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 10 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 10 декабря ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 10 декабря ,праздники украины,Международный день прав человека,http://www.calendarium.com.ua/mezhdunarodnyi_den_prav_cheloveka
 10 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 10 декабря ,знаменитые украинцы,Ирина Невицкая (1886),http://www.calendarium.com.ua/irina_nevitskaya
 10 декабря ,исторические события,На Запорожской АЭС дал ток первый энергоблок (1984),http://www.calendarium.com.ua/na_zaporozhskoi_aes_dal_tok_pervyi_energoblok_1984
 10 декабря ,исторические события,Верховная Рада Украины утвердила денежную единицу государства – гривну (1991),http://www.calendarium.com.ua/verhovnaya_rada_ukrainy_utverdila_denezhnuyu_edinitsu_gosudarstva__grivnu_1991
 11 декабря ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 11 декабря ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 11 декабря ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 11 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 11 декабря ,знаменитые украинцы,Андрей Яковлев (1872),http://www.calendarium.com.ua/andrei_yakovlev
 11 декабря ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 11 декабря ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 11 декабря ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 11 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 11 декабря ,именины,Даниил,http://www.calendarium.com.ua/imenini_daniil
 11 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 11 декабря ,исторические события,В Киеве арестовали М. Грушевского (1914),http://www.calendarium.com.ua/v_kieve_arestovali_m_grushevskogo_1914
 11 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 11 декабря ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 11 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 11 декабря ,праздники украины,Международный День Гор,http://www.calendarium.com.ua/mezhdunarodnyi_den_gor
 11 декабря ,знаменитые украинцы,Николай Чубатый (1889),http://www.calendarium.com.ua/nikolai_chubatyi_1889
 11 декабря ,исторические события,Украину провозгласили советской республикой (1917),http://www.calendarium.com.ua/ukrainu_provozglasili_sovetskoi_respublikoi_1917
 12 декабря ,исторические события,В Полтаве открыли Институт благородных девиц (1818),http://www.calendarium.com.ua/v_poltave_otkryli_institut_blagorodnyh_devits_1818
 12 декабря ,исторические события,В Киеве вышел первый краткий очерк истории Украины (1674),http://www.calendarium.com.ua/v_kieve_vyshel_pervyi_kratkii_ocherk_istorii_ukrainy_1674
 12 декабря ,именины,Денис,http://www.calendarium.com.ua/imenini_denis
 12 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 12 декабря ,именины,Даниил,http://www.calendarium.com.ua/imenini_daniil
 12 декабря ,знаменитые украинцы,Леонид Быков (1928),http://www.calendarium.com.ua/leonid_bykov_1928
 12 декабря ,праздники украины,День Сухопутных войск,http://www.calendarium.com.ua/den_suhoputnyh_voisk
 13 декабря ,знаменитые украинцы,Евгений Сверстюк (1928),http://www.calendarium.com.ua/evgenii_sverstyuk_1928
 13 декабря ,знаменитые украинцы,Николай Леонтович (1877),http://www.calendarium.com.ua/nikolai_leontovich_1877
 13 декабря ,исторические события,Андрей Шевченко стал лучшим европейским футболистом года (2004),http://www.calendarium.com.ua/andrei_shevchenko_stal_luchshim_evropeiskim_futbolistom_goda_2004
 13 декабря ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 13 декабря ,исторические события,В Бахчисарае объявили первую в мире мусульманскую республику (1917),http://www.calendarium.com.ua/v_bahchisarae_obyavili_pervuyu_v_mire_musulmanskuyu_respubliku_1917
 14 декабря ,знаменитые украинцы,Екатерина Литовченко (1948),http://www.calendarium.com.ua/ekaterina_litovchenko_1948
 14 декабря ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 14 декабря ,знаменитые украинцы,Михаил Старицкий (1840),http://www.calendarium.com.ua/mihail_staritskii_1840
 14 декабря ,праздники украины,День чествования участников ликвидации последствий аварии на ЧАЭС,http://www.calendarium.com.ua/den_chestvovaniya_uchastnikov_likvidatsii_posledstvii_avarii_na_chaes
 14 декабря ,исторические события,Создана Национальная академия искусств Украины (1996),http://www.calendarium.com.ua/sozdana_natsionalnaya_akademiya_iskusstv_ukrainy_1996
 14 декабря ,исторические события,Гетман Скоропадский отрекся от власти (1918),http://www.calendarium.com.ua/getman_skoropadskii_otreksya_ot_vlasti_1918
 15 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 15 декабря ,исторические события,Стартовала акция «Украина без Кучмы» (2000),http://www.calendarium.com.ua/startovala_aktsiya_ukraina_bez_kuchmy_2000
 15 декабря ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 15 декабря ,знаменитые украинцы,Анна Собачко-Шостак (1883),http://www.calendarium.com.ua/anna_sobachkoshostak_1883
 15 декабря ,исторические события,Окончательно прекратила работать Чернобыльская АЭС (2000),http://www.calendarium.com.ua/okonchatelno_prekratila_rabotat_chernobylskaya_aes_2000
 15 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 15 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 15 декабря ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 15 декабря ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 15 декабря ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 15 декабря ,праздники украины,День работников суда,http://www.calendarium.com.ua/den_rabotnikov_suda
 16 декабря ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 16 декабря ,исторические события,Совнарком принял «Манифест к украинскому народу» (1917),http://www.calendarium.com.ua/sovnarkom_prinyal_manifest_k_ukrainskomu_narodu_1917
 16 декабря ,исторические события,Состоялась Кумейковская битва (1637),http://www.calendarium.com.ua/sostoyalas_kumeikovskaya_bitva_1637
 16 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 16 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 16 декабря ,именины,Юрий,http://www.calendarium.com.ua/imenini_yurii
 17 декабря ,праздники украины,День работника государственной исполнительной службы,http://www.calendarium.com.ua/den_rabotnika_gosudarstvennoi_ispolnitelnoi_sluzhby
 17 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 17 декабря ,исторические события,Войска Потемкина штурмом овладели турецкой крепостью Очаков (1788),http://www.calendarium.com.ua/voiska_potemkina_shturmom_ovladeli_turetskoi_krepostyu_ochakov_1788
 17 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 17 декабря ,именины,Екатерина,http://www.calendarium.com.ua/imenini_ekaterina
 17 декабря ,именины,Геннадий,http://www.calendarium.com.ua/imenini_gennadii
 17 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 17 декабря ,знаменитые украинцы,Евгений Буковецкий (1866),http://www.calendarium.com.ua/evgenii_bukovetskii_1866
 17 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 17 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 18 декабря ,исторические события,Началось освобождение Украины от немецких оккупантов (1942),http://www.calendarium.com.ua/nachalos_osvobozhdenie_ukrainy_ot_nemetskih_okkupantov_1942
 18 декабря ,именины,Илья,http://www.calendarium.com.ua/imenini_ilya
 18 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 18 декабря ,праздники украины,Международный День мигранта,http://www.calendarium.com.ua/mezhdunarodnyi_den_migranta
 18 декабря ,знаменитые украинцы,Николай Кулиш (1892),http://www.calendarium.com.ua/nikolai_kulish_1892
 18 декабря ,исторические события,Совнарком УССР утвердил постановление «Об учете музыкальных инструментов» (1920),http://www.calendarium.com.ua/sovnarkom_ussr_utverdil_postanovlenie_ob_uchete_muzykalnyh_instrumentov_1920
 18 декабря ,исторические события,ЦК КП(б)У постановил издать Украинскую советскую энциклопедию (1957),http://www.calendarium.com.ua/tsk_kpbu_postanovil_vydat_ukrainskuyu_sovetskuyu_entsiklopediyu_1957
 19 декабря ,праздники украины,День адвокатуры Украины,http://www.calendarium.com.ua/den_advokatury_ukrainy
 19 декабря ,именины,Максим,http://www.calendarium.com.ua/imenini_maksim
 19 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 19 декабря ,исторические события,Состоялась Браиловская битва (1666),http://www.calendarium.com.ua/sostoyalas_brailovskaya_bitva_1666
 19 декабря ,исторические события,Запустили первую очередь Киевской ГЭС (1964),http://www.calendarium.com.ua/zapustili_pervuyu_ochered_kievskoi_ges_1964
 19 декабря ,знаменитые украинцы,Николай Руденко (1920),http://www.calendarium.com.ua/nikolai_rudenko_1920
 20 декабря ,исторические события,Во Львове учредили «Просвиту» (1868),http://www.calendarium.com.ua/vo_lvove_uchredili_prosvitu_1868
 20 декабря ,именины,Антон,http://www.calendarium.com.ua/imenini_anton
 20 декабря ,знаменитые украинцы,Амвросий Ждаха (1855),http://www.calendarium.com.ua/amvrosii_zhdaha_1855
 20 декабря ,праздники украины,Международный День Солидарности Людей,http://www.calendarium.com.ua/mezhdunarodnyi_den_solidarnosti_lyudei
 20 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 20 декабря ,исторические события,Национальный банк Украины начал выпуск серии монет «Памятные древние культуры Украины» (2000),http://www.calendarium.com.ua/natsionalnyi_bank_ukrainy_nachal_vypusk_serii_monet_pamyatnye_drevnie_kultury_ukrainy_2000
 20 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 20 декабря ,именины,Павел,http://www.calendarium.com.ua/imenini_pavel
 20 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 21 декабря ,знаменитые украинцы,Никанор Онацкий (1874),http://www.calendarium.com.ua/nikanor_onatskii_1874
 21 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 21 декабря ,исторические события,Учредили «Общественный комитет в защиту Нины Строкатовой» (1971),http://www.calendarium.com.ua/uchredili_obshchestvennyi_komitet_v_zashchitu_niny_strokatovoi_1971
 21 декабря ,именины,Кирилл,http://www.calendarium.com.ua/imenini_kirill
 21 декабря ,исторические события,АН-225 «Мрия» совершил первый полет (1988),http://www.calendarium.com.ua/an225_mriya_sovershil_pervyi_polet_1988
 21 декабря ,именины,Виктория,http://www.calendarium.com.ua/imenini_viktoriya
 21 декабря ,знаменитые украинцы,Игорь Павлов (1934),http://www.calendarium.com.ua/igor_pavlov_1934
 22 декабря ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 22 декабря ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 22 декабря ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 22 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 22 декабря ,исторические события,В Харькове состоялся мятеж против Украинской Народной Республики (1917),http://www.calendarium.com.ua/v_harkove_sostoyalsya_myatezh_protiv_ukrainskoi_narodnoi_respubliki_1917
 22 декабря ,праздники украины,День работников дипломатической службы Украины,http://www.calendarium.com.ua/den_rabotnikov_diplomaticheskoi_sluzhby_ukrainy
 22 декабря ,знаменитые украинцы,Марко Вовчок (1833),http://www.calendarium.com.ua/marko_vovchok_1833
 22 декабря ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 22 декабря ,исторические события,Войска Суворова захватили турецкую крепость Измаил (1790),http://www.calendarium.com.ua/voiska_suvorova_zahvatili_turetskuyu_krepost_izmail_1790
 22 декабря ,праздники украины,День работников энергетической отрасли,http://www.calendarium.com.ua/den_rabotnikov_energeticheskoi_otrasli
 22 декабря ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 23 декабря ,именины,Татьяна,http://www.calendarium.com.ua/imenini_tatyana
 23 декабря ,знаменитые украинцы,Дмитрий Бандривский (1897),http://www.calendarium.com.ua/dmitrii_bandrivskii_1897
 23 декабря ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 23 декабря ,именины,Диана,http://www.calendarium.com.ua/imenini_diana
 23 декабря ,именины,Сергей,http://www.calendarium.com.ua/imenini_sergei
 23 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 23 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 23 декабря ,именины,Анна,http://www.calendarium.com.ua/imenini_anna
 23 декабря ,исторические события,Во Львове учредили Литературное общество им. Тараса Шевченко (1873),http://www.calendarium.com.ua/vo_lvove_uchredili_literaturnoe_obshchestvo_im_tarasa_shevchenko_1873
 23 декабря ,исторические события,Состоялся первый полет бомбардировщика «Илья Муромец» (1913),http://www.calendarium.com.ua/sostoyalsya_pervyi_polet_bombardirovshchika_ilya_muromets_1913
 23 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 23 декабря ,именины,Анатолий,http://www.calendarium.com.ua/imenini_anatolii
 23 декабря ,именины,Евгений,http://www.calendarium.com.ua/imenini_evgenii
 23 декабря ,именины,Степан,http://www.calendarium.com.ua/imenini_stepan
 23 декабря ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 24 декабря ,именины,Даниил,http://www.calendarium.com.ua/imenini_daniil
 24 декабря ,праздники украины,День работников архивных учреждений,http://www.calendarium.com.ua/den_rabotnikov_arhivnyh_uchrezhdenii
 24 декабря ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 24 декабря ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 24 декабря ,исторические события,АН-124 «Руслан» впервые поднялся в небо (1982),http://www.calendarium.com.ua/an124_ruslan_vpervye_podnyalsya_v_nebo_1982
 24 декабря ,знаменитые украинцы,Константин Данькевич (1905),http://www.calendarium.com.ua/konstantin_dankevich_1905
 24 декабря ,знаменитые украинцы,Евгений Желеховский (1844),http://www.calendarium.com.ua/evgenii_zhelehovskii_1844
 24 декабря ,знаменитые украинцы,Вячеслав Черновол (1937),http://www.calendarium.com.ua/vyacheslav_chernovol_1937
 24 декабря ,исторические события,В Хмельницкой области запустили крупнейший в СССР сахарный завод (1975),http://www.calendarium.com.ua/v_hmelnitskoi_oblasti_zapustili_krupneishii_v_sssr_saharnyi_zavod_1975
 24 декабря ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 25 декабря ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 25 декабря ,исторические события,Арестовали Остапа Вишню (1933),http://www.calendarium.com.ua/arestovali_ostapa_vishnyu_1933
 25 декабря ,исторические события,В Киеве началась эксплуатация первого советского компьютера (1951),http://www.calendarium.com.ua/v_kieve_nachalas_ekspluatatsiya_pervogo_sovetskogo_kompyutera_1951
